Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance,Address,On Street,From Street,To Street,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"25 HIGHLAND AVE Side  2",WALNUT ST,HIGHLAND AVE,MEDFORD ST,765863.12,2965710.28,5/18/2009,11/14/2009,Brad Arndt,4418,817
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"28 MALVERN AVE Front  1",MALVERN AVE,YORKTOWN ST,CAMERON AVE,756382.64,2971101.5,6/12/2009,11/14/2009,Brad Arndt,8492,8175
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"367 BROADWAY Side  1",FENWICK ST,HEATH ST,BROADWAY,765332.42,2968955.31,6/5/2009,11/14/2009,Brad Arndt,6967,4580
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"59 HUDSON ST Front  1",HUDSON ST,CENTRAL ST,LOWELL ST,762359.8,2967620.3,6/10/2009,11/14/2009,Brad Arndt,1617,5683
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"32 ROBINSON ST Front  1",ROBINSON ST,BARTLETT ST,AMES ST,763714.39,2968459.73,6/9/2009,11/14/2009,Brad Arndt,1336,3591
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,Yes,"15 BAILEY ST Front  2",BAILEY ST,WEST ADAMS ST,WEST QUINCY,756676.32,2974468.51,6/16/2009,11/14/2009,Brad Arndt,9200,8863
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,Yes,"184 NORTH ST Front  1",NORTH ST,GORDON ST,WOODS AVE,756752.34,2975270.29,6/16/2009,11/14/2009,Brad Arndt,9045,8709
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,Yes,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"104 BROADWAY Side  2",CUTLER ST,BROADWAY,WEBSTER ST,768701.05,2966445.61,6/3/2009,11/14/2009,Brad Arndt,354,2635
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"20 PROSPECT HILL AVE Front  1",PROSPECT HILL AVE,MUNROE ST,BOSTON ST,766377.69,2964250.66,5/18/2009,11/14/2009,Brad Arndt,4496,895
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"34 STONE AVE Front  1",STONE AVE,COLUMBUS AVE,SOMERVILLE AVE,765577.58,2964034.1,5/19/2009,11/14/2009,Brad Arndt,4571,962
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"31 WALNUT ST Front  2",WALNUT ST,COLUMBUS AVE,MUNROE ST,765328.53,2964667.09,5/15/2009,11/14/2009,Brad Arndt,3846,273
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,Yes,"69 FARRAGUT AVE Side  2",HOOKER AVE,FARRAGUT AVE,GARRISON AVE,755491.78,2972142.04,6/12/2009,11/14/2009,Brad Arndt,8621,8303
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,Yes,"277 WASHINGTON ST Side  2",HAWKINS ST,WASHINGTON ST,SOMERVILLE AVE,764789.93,2963650.24,5/22/2009,11/14/2009,Brad Arndt,5494,1813
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"68 NEWTON ST Front  1",NEWTON ST,CONCORD AVE,WEBSTER AVE,765104.36,2962762.44,5/20/2009,11/14/2009,Brad Arndt,4983,1316
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"44 KIDDER AVE Front  1",KIDDER AVE,LIBERTY AVE,POWDER HOUSE TERRACE,759613.09,2970563.73,6/13/2009,11/14/2009,Brad Arndt,2239,6294
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"66 HIGHLAND RD Side  1",KIDDER AVE,ROGERS AVE,HIGHLAND RD,760825.1,2969930.04,6/11/2009,11/14/2009,Brad Arndt,1760,5825
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"739 SOMERVILLE AVE Front  1",SOMERVILLE AVE,ELM ST,ADELAIDE RD,760100.87,2966110.11,5/22/2009,11/14/2009,Brad Arndt,5592,1910
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"156 HIGHLAND AVE Front  2",HIGHLAND AVE,BENTON RD,CENTRAL ST,763209.3,2966835.88,6/8/2009,11/14/2009,Brad Arndt,7525,5136
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,7,RG,Good,No,"268 POWDER HOUSE BOULEVARD Front  1",POWDER HOUSE BOULEVARD,ALEWIFE BROOK PARKWAY,NORTH ST,755937.03,2973742.61,6/16/2009,11/14/2009,Brad Arndt,9218,8880
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Open or Unrestricted,5,AD,Good,No,"68 ALPINE ST Front  1",ALPINE ST,LOWELL ST,PRINCETON ST,761999.75,2968377.52,6/10/2009,11/14/2009,Brad Arndt,1439,5523
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"24 TRULL ST Front  1",TRULL ST,MEDFORD ST,VERNON ST,762997,2968801.32,6/9/2009,11/14/2009,Brad Arndt,1094,3364
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"16 CHAPEL ST Front  1",CHAPEL ST,CHANDLER ST,COLLEGE AVE,758450.15,2970675.64,6/16/2009,11/14/2009,Brad Arndt,2562,6615
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"8 WEST ST Front  1",WEST ST,HIGHLAND AVE,HAWTHORNE ST,759132.84,2969072.63,6/10/2009,11/14/2009,Brad Arndt,7873,7569
Pyrus calleryana,7,1,Fair,No,No,None,1 to 4,6,Low,Frequent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,1,AD,Good,Yes,"11 X FRANKLIN ST Front  3",FRANKLIN ST,BROADWAY,WEBSTER ST,768830.21,2966095.27,6/1/2009,11/14/2009,Brad Arndt,54,2349
Pyrus calleryana,7,1,Fair,No,No,None,4 to 20,5,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"98 WHEATLAND ST Front  1",WHEATLAND ST,MYSTIC AVE,DERBY ST,767567.17,2968801.8,6/4/2009,11/14/2009,Brad Arndt,6622,4236
Pyrus calleryana,7,1,Fair,No,No,None,4 to 20,6,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Below 4,6,AD,Good,No,"12 DEARBORN RD Front  1",DEARBORN RD,BROMFIELD RD,PEARSON RD,759815.64,2972846.87,6/17/2009,11/14/2009,Brad Arndt,2829,6864
Pyrus calleryana,7,1,Fair,No,No,None,4 to 20,6,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"14 GREENE ST Front  1",GREENE ST,SUMMER ST,GREENE ST,763279.2,2965431.26,5/16/2009,11/14/2009,Brad Arndt,4190,612
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"65 PINCKNEY ST Front  1",PINCKNEY ST,WHEELER ST,PERKINS ST,769337.8,2965557.96,6/2/2009,11/14/2009,Brad Arndt,100,2396
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,1 to 4,5,Low,Intermittent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"13 KNOWLTON ST Front  1",KNOWLTON ST,WASHINGTON ST,DEAD END,767669.9,2964332.42,6/4/2009,11/14/2009,Brad Arndt,637,2920
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Below 4,6,RG,Good,No,"16 THORNDIKE ST Rear  2",BUENA VISTA ROAD,HOLLAND ST,MEACHAM RD,757610.71,2970236.22,6/11/2009,11/14/2009,Brad Arndt,8180,7867
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,1 to 4,6,Low,Intermittent,Maintain,Yes,No,No,Weak or Prone to Failure,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"10 PLEASANT AVE Front  1",PLEASANT AVE,VINAL AVE,WALNUT ST,765442.98,2965320.6,5/15/2009,11/14/2009,Brad Arndt,3746,179
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"92 SCHOOL ST Side  1",BERKELEY ST,SCHOOL ST,HERSEY ST,764311.77,2965790.69,5/15/2009,11/14/2009,Brad Arndt,4104,526
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"92 SCHOOL ST Side  2",BERKELEY ST,SCHOOL ST,HERSEY ST,764287.98,2965802.81,5/15/2009,11/14/2009,Brad Arndt,4105,527
Pyrus calleryana,7,1,Fair,No,Yes,0 - 25,4 to 20,7,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"14 X CHARLES E RYAN ROAD Front  4",CHARLES E RYAN ROAD,ROBERTS ST,BROADWAY,762559.95,2969971.83,6/10/2009,11/14/2009,Brad Arndt,1526,5604
Pyrus calleryana,7,1,Fair,No,Yes,26 - 50,1 to 4,6,Moderate,Intermittent,Maintain,Yes,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,1,AD,Good,No,"16 FLINT ST Front  3",FLINT ST,GLEN ST,FRANKLIN ST,768163.87,2965173.85,6/3/2009,11/14/2009,Brad Arndt,474,2756
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,Yes,"21 PRESCOTT ST Front  1",PRESCOTT ST,SUMMER ST,HIGHLAND AVE,764467.47,2965370.24,5/14/2009,11/14/2009,Brad Arndt,3607,30
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"84 MARION ST Front  1",MARION ST,DIMICK ST,HAROLD RD,763539.66,2962732.38,5/20/2009,11/14/2009,Brad Arndt,5100,1428
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"40 TOWER ST Front  1",TOWER ST,CROWN ST,HIGHLAND AVE,761650.51,2967100.79,6/9/2009,11/14/2009,Brad Arndt,7603,5214
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"49 FENWICK ST Side  1",JAQUES ST,FENWICK ST,SNOW TER,765722.12,2969411,6/4/2009,11/14/2009,Brad Arndt,6781,4395
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"22 WYATT ST Front  1",WYATT ST,MARION ST,WYATT CIR,763930.11,2962608.64,5/20/2009,11/14/2009,Brad Arndt,5116,1444
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"12 CONCORD AVE Front  1",CONCORD AVE,SPRINGFIELD ST,PROSPECT ST,765181.42,2962569.43,5/20/2009,11/14/2009,Brad Arndt,4951,1292
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"129 SHORE DRIVE Front  1",SHORE DRIVE,MELVILLE RD,TEMPLE RD,768095.23,2970552.54,5/26/2009,11/14/2009,Brad Arndt,5632,1951
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"16 BEACON ST Front  2",BEACON ST,COONEY ST,CITY LIMITS,763639.24,2961861.31,5/21/2009,11/14/2009,Brad Arndt,5213,1541
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,Yes,"15 X TEMPLE ST Front  3",TEMPLE ST,BROADWAY,SEWALL ST,766169.75,2968568.24,6/4/2009,11/14/2009,Brad Arndt,6745,4358
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"16 BEACON ST Front  1",BEACON ST,COONEY ST,CITY LIMITS,763623.12,2961876.96,5/21/2009,11/14/2009,Brad Arndt,5212,1540
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,1,AD,Good,No,"97 WASHINGTON ST Side  1",FRANKLIN ST,WASHINGTON ST,FRANKLIN AVE,767982.18,2964340.52,6/4/2009,11/14/2009,Brad Arndt,644,2927
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,6,AD,Good,No,"9 CLIFTON ST Front  3",CLIFTON ST,APPLETON ST,MORRISON AVE,759489.75,2969766.21,6/15/2009,11/14/2009,Brad Arndt,2291,6346
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Open or Unrestricted,5,AD,Good,Yes,"65 ALBION ST Front  1",ALBION ST,CENTRE ST,LOWELL ST,762652.06,2967725.42,6/10/2009,11/14/2009,Brad Arndt,1420,5504
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,Yes,"39 WIGGLESWORTH ST Front  1",WIGGLESWORTH ST,OTIS ST,BONAIR ST,766653.77,2966893.21,6/3/2009,11/14/2009,Brad Arndt,6502,4116
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,Yes,"13 CLEVELAND ST Front  1",CLEVELAND ST,CENTRAL ST,HARVARD ST,762456.14,2965573.8,6/5/2009,11/14/2009,Brad Arndt,7081,4694
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,Yes,"23 X CLEVELAND ST Front  1",CLEVELAND ST,CENTRAL ST,HARVARD ST,762319.65,2965625.96,6/5/2009,11/14/2009,Brad Arndt,7083,4696
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"26 CAMPBELL PK Front  1",CAMPBELL PK,KINGSTON ST,MEACHAM RD,756985.74,2969903.28,6/11/2009,11/14/2009,Brad Arndt,8208,7896
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"24 ELSTON ST Front  1",ELSTON ST,SUMMER ST,ELM ST,759011.65,2968535.93,6/10/2009,11/14/2009,Brad Arndt,7904,7601
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"18 GARRISON AVE Front  1",GARRISON AVE,HOOKER AVE,BROADWAY,755838.19,2972713.4,6/12/2009,11/14/2009,Brad Arndt,8627,8309
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,6,AD,Good,No,"371 HIGHLAND AVE Side  2",WEST ST,HIGHLAND AVE,DEAD END,759229.57,2969215.68,6/12/2009,11/14/2009,Brad Arndt,2082,6144
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Below 4,1,RG,Good,No,"10 X INNER BELT RD Front  1",INNER BELT RD,THIRD AVE,WASHINGTON AVE,769334.48,2964147.83,6/17/2009,11/14/2009,Brad Arndt,9358,8992
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Below 4,1,RG,Good,No,"10 X INNER BELT RD Front  8",INNER BELT RD,THIRD AVE,WASHINGTON AVE,769297.6,2964327.42,6/17/2009,11/14/2009,Brad Arndt,9365,8999
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,RG,Good,No,"109 GILMAN ST Front  1",GILMAN ST,JASPER ST,WALNUT ST,766095.93,2966154.27,6/3/2009,11/14/2009,Brad Arndt,6454,4068
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"15 PARKER ST Front  1",PARKER ST,WASHINGTON ST,FREMONT AVE,764174.48,2963304.05,5/21/2009,11/14/2009,Brad Arndt,5260,1587
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,Yes,"59 CHURCH ST Front  1",CHURCH ST,SOMERVILLE AVE,SUMMER ST,764312.8,2964707.01,5/18/2009,11/14/2009,Brad Arndt,4315,726
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"13 CLEVELAND ST Front  2",CLEVELAND ST,CENTRAL ST,HARVARD ST,762439.57,2965581.11,6/5/2009,11/14/2009,Brad Arndt,7082,4695
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"8 CRAIGIE ST Front  1",CRAIGIE ST,CRAIGIE TER,ELM ST,760811.04,2965799.27,6/8/2009,11/14/2009,Brad Arndt,7413,5025
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"23 HEATH ST Front  1",HEATH ST,TEMPLE ST,FENWICK ST,765945.76,2968933.45,6/5/2009,11/14/2009,Brad Arndt,6999,4612
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"49 TEMPLE ST Side  1",JAQUES ST,TEMPLE ST,GRANT ST,766411.25,2968927.54,6/4/2009,11/14/2009,Brad Arndt,6646,4260
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"26 CHARNWOOD RD Front  1",CHARNWOOD RD,HANCOCK ST,WILLOW AVE,759820.02,2968381.79,6/9/2009,11/14/2009,Brad Arndt,7845,5456
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,RG,Good,No,"345 X SUMMER ST Front  1",SUMMER ST,ST JAMES AVE,CUTTER AVE,759063.08,2968658.99,6/10/2009,11/14/2009,Brad Arndt,7861,7558
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"14 BAILEY ST Front  1",BAILEY ST,NORTH ST,WEST ADAMS ST,756654.51,2974444.18,6/16/2009,11/14/2009,Brad Arndt,9121,8786
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"45 KINGSTON ST Front  1",KINGSTON ST,CAMBELL PK PL,CITY LIMITS,756860,2969987.49,6/11/2009,11/14/2009,Brad Arndt,8377,8062
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"55 WOODS AVE Front  1",WOODS AVE,NORTH ST,ALEWIFE BROOK PARKWAY,756242.83,2975484.41,6/16/2009,11/14/2009,Brad Arndt,9050,8715
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"14 ROSSMORE ST Front  1",ROSSMORE ST,WASHINGTON ST,SOMERVILLE AVE,766620.07,2963236.53,5/19/2009,11/14/2009,Brad Arndt,4657,1007
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"30 SCHOOL ST Front  1",SCHOOL ST,LANDERS ST,KNAPP ST,763879.68,2964890.41,5/18/2009,11/14/2009,Brad Arndt,4366,779
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"44 X HEATH ST Front  3",HEATH ST,FENWICK ST,LANGMAID AVE,765783.95,2969001.78,6/5/2009,11/14/2009,Brad Arndt,6980,4593
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"119 WEST ADAMS ST Front  1",WEST ADAMS ST,BAILEY ST,CONWELL AVE,756831.78,2974359.19,6/16/2009,11/14/2009,Brad Arndt,9122,8787
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"43 WESTON AVE Side  1",CLARENDON AVE,WESTON AVE,CITY LIMITS,756453.17,2971965.35,6/12/2009,11/14/2009,Brad Arndt,8578,8261
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Below 4,1,RG,Good,No,"10 X INNER BELT RD Front  6",INNER BELT RD,THIRD AVE,WASHINGTON AVE,769310.9,2964252.44,6/17/2009,11/14/2009,Brad Arndt,9363,8997
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"52 SPRINGFIELD ST Front  1",SPRINGFIELD ST,CONCORD AVE,DICKINSON ST,764299.39,2962242.48,5/20/2009,11/14/2009,Brad Arndt,4997,1330
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"14 WYATT ST Front  1",WYATT ST,WYATT CIR,WYATT CIR,763932.82,2962537.6,5/20/2009,11/14/2009,Brad Arndt,5118,1446
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"18 WYATT ST Front  1",WYATT ST,WYATT CIR,WYATT CIR,763931.92,2962559.77,5/20/2009,11/14/2009,Brad Arndt,5117,1445
Pyrus calleryana,7,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"48 PUTNAM RD Front  1",PUTNAM RD,SHORE DRIVE,TEMPLE RD,767725.75,2970143.7,5/26/2009,11/14/2009,Brad Arndt,5653,1972
