Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance,Address,On Street,From Street,To Street,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID
Ulmus x,43,1,Fair,No,No,0 - 25,4 to 20,9,Extremely High,Frequent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"182 CENTRAL ST Front  1",CENTRAL ST,BROADWAY,MEDFORD ST,764370.82,2968934.61,6/9/2009,11/14/2009,Brad Arndt,1312,3567
unknown,2,1,Dead,No,No,76 - 100,1 to 4,6,High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"61 CLARENDON AVE Front  1",CLARENDON AVE,WESTON AVE,CITY LIMITS,756185.88,2971670.02,6/12/2009,11/14/2009,Brad Arndt,8585,6470
unknown,2,1,Dead,No,No,76 - 100,1 to 4,6,Moderate,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,AD,Good,No,"160 X WASHINGTON ST Median  1",WASHINGTON ST,McGRATH HIGHWAY,JOY ST,767155.82,2963905.19,6/2/2009,11/14/2009,Brad Arndt,142,1537
unknown,4,1,Dead,No,No,76 - 100,4 to 20,8,Extremely High,Intermittent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,AD,Good,No,"16 BROOK ST Side  1",RUSH ST,BROOK ST,ELLSWORTH ST,768036.95,2966342.75,6/3/2009,11/14/2009,Brad Arndt,399,1931
unknown,6,1,Dead,No,No,76 - 100,4 to 20,7,High,Intermittent,Remove,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,AD,Good,No,"21 DARTMOUTH ST Front  1",DARTMOUTH ST,MEDFORD ST,EVERGREEN AVE,765041.74,2967773.29,6/4/2009,11/14/2009,Brad Arndt,767,2460
unknown,6,1,Dead,No,No,76 - 100,4 to 20,9,Extremely High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,AD,Good,No,"90 X WASHINGTON ST Front  1",WASHINGTON ST,NEW WASHINGTON STREET,INNER BELT RD,767896.38,2964198.41,6/2/2009,11/14/2009,Brad Arndt,144,1916
unknown,9,1,Dead,No,No,76 - 100,4 to 20,9,Extremely High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,AD,Good,No,"250 X PEARL ST Front  1",PEARL ST,MEDFORD ST,SKILTON AVE,765419.76,2966695.64,6/5/2009,11/14/2009,Brad Arndt,896,3180
unknown,16,1,Dead,No,No,76 - 100,4 to 20,8,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Open or Unrestricted,7,RG,Good,No,"55 X ALEWIFE BROOK PARKWAY Front  22",ALEWIFE BROOK PARKWAY,WOODSTOCK ST,BROADWAY,755028.82,2973281.37,6/17/2009,11/14/2009,Brad Arndt,9273,8915
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,1,RG,Good,No,"9 AUSTIN ST Side  1",BENEDICT ST,DEAD END,AUSTIN ST,769589.42,2966490.55,5/27/2009,3/26/2010,Ron O'Meara,5873,2167
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,1,RG,Good,N/A,"141 PEARL ST Front  1",PEARL ST,CROSS ST,PEARL TER,767330.54,2965946.28,6/2/2009,3/22/2010,Ron O'Meara,6264,3883
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,2,RG,Good,No,"228 X WASHINGTON ST Front  1",WASHINGTON ST,PROSPECT ST,MERRIAM ST,766158.12,2963549.8,5/19/2009,11/14/2009,Brad Arndt,4638,308
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,5,RG,Good,No,"290 HIGHLAND AVE Front  1",HIGHLAND AVE,ABERDEEN RD,CEDAR ST,760804.54,2968200.86,6/10/2009,11/14/2009,Brad Arndt,8040,5493
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,5,RG,Good,No,"298 HIGHLAND AVE Front  1",HIGHLAND AVE,CHERRY ST,ABERDEEN RD,760601.26,2968319.49,6/10/2009,11/14/2009,Brad Arndt,8036,7724
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,6,RG,Good,No,"296 SUMMER ST Front  1",SUMMER ST,BURNSIDE AVE,HANCOCK ST,759870.5,2968100.58,6/9/2009,11/14/2009,Brad Arndt,7794,5852
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,6,AD,Good,No,"703 BROADWAY Front  1",BROADWAY,BOSTON AVE,BRISTOL RD,760916.14,2971026.86,6/16/2009,6/28/2010,Ron O'Meara,2749,5249
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Above 4,7,AD,Good,No,"229 POWDER HOUSE BOULEVARD Front  1",POWDER HOUSE BOULEVARD,CURTIS ST,NORTH ST,756300.3,2973566.37,6/18/2009,11/14/2009,Brad Arndt,3278,7308
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,No,Above 4,7,AD,Good,No,"231 POWDER HOUSE BOULEVARD Front  1",POWDER HOUSE BOULEVARD,CURTIS ST,NORTH ST,756264.72,2973584.16,6/18/2009,11/14/2009,Brad Arndt,3279,7309
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"291 MEDFORD ST Front  1",MEDFORD ST,McGRATH HIGHWAY,WALNUT ST,766035.78,2965758.99,6/5/2009,4/7/2010,Ron O'Meara,872,3155
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"60 AVON ST Front  2",AVON ST,CENTRAL ST,SCHOOL ST,763386.76,2965933.04,5/15/2009,11/14/2009,Brad Arndt,4145,566
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"15 PROSPECT HILL AVE Front  1",PROSPECT HILL AVE,BOSTON ST,MUNROE ST,766457.59,2964328.44,5/18/2009,11/14/2009,Brad Arndt,4486,820
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"14 LANGMAID AVE Front  1",LANGMAID AVE,HEATH ST,BROADWAY,765940.29,2968712.06,6/5/2009,11/14/2009,Brad Arndt,6985,4598
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,RG,Good,N/A,"84 PORTER ST Front  1",PORTER ST,MOUNTAIN AVE,PORTER AVE,761214.27,2967382.49,6/9/2009,5/19/2010,Ron O'Meara,7668,5279
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"15 JOSEPHINE AVE Front  1",JOSEPHINE AVE,MORRISON AVE,KIDDER AVE,760286.61,2969578.41,6/11/2009,3/9/2010,Ron O'Meara,1728,5793
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,N/A,"115 HANCOCK ST Front  1",HANCOCK ST,SPENCER AVE,LEXINGTON AVE,760364.29,2968838.48,6/12/2009,6/9/2010,Ron O'Meara,2155,6216
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,AD,Good,N/A,"86 CONWELL AVE Front  1",CONWELL AVE,NORTH ST,CURTIS ST,756472.68,2973978.49,6/18/2009,6/9/2010,Ron O'Meara,3212,7245
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Above 4,5,AD,Good,No,"54 MORRISON AVE Front  1",MORRISON AVE,HIGHLAND RD,CEDAR ST,760658.72,2969196.91,6/11/2009,11/14/2009,Brad Arndt,1831,4831
vacant site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,Maintain,N/A,N/A,N/A,N/A,No,No,Yes,Below 4,7,RG,Good,No,"31 CAMERON AVE Front  1",CAMERON AVE,MEAD ST,MALVERN AVE,756787.43,2971004.37,6/12/2009,3/9/2010,Ron O'Meara,8485,8168
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Open or Unrestricted,5,AD,Good,N/A,"16 PRINCETON ST Front  1",PRINCETON ST,LOWELL ST,PRINCETON ST,762047.41,2968494.01,6/10/2009,11/14/2009,Brad Arndt,1433,5517
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,1,RG,Good,N/A,"26 DELAWARE ST Front  1",DELAWARE ST,McGRATH HIGHWAY,DELAWARE ST,766841.25,2965953.19,6/2/2009,11/14/2009,Brad Arndt,6279,3899
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,1,RG,Good,N/A,"190 PEARL ST Front  1",PEARL ST,JASPER ST,McGRATH HIGHWAY,766513.72,2966242.75,6/3/2009,11/14/2009,Brad Arndt,6430,3785
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,1,RG,Good,N/A,"204 PEARL ST Front  3",PEARL ST,WALNUT ST,JASPER ST,766256.66,2966348.86,6/3/2009,11/14/2009,Brad Arndt,6426,4038
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,3,RG,Good,N/A,"130 HIGHLAND AVE Front  1",HIGHLAND AVE,CENTRAL ST,TRULL LANE,763820.8,2966559.55,5/14/2009,5/13/2010,Ron O'Meara,3978,403
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,3,RG,Good,N/A,"136 HIGHLAND AVE Front  1",HIGHLAND AVE,CENTRAL ST,TRULL LANE,763675.06,2966628.58,5/14/2009,5/13/2010,Ron O'Meara,3975,400
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,3,JG,Fair,N/A,"18 ALDERSEY ST Front  1",ALDERSEY ST,VINAL AVE,WALNUT ST,764983.9,2964991.59,5/15/2009,4/16/2010,Ron O'Meara,3707,135
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,3,JG,Fair,N/A,"70 HIGHLAND AVE Front  1",HIGHLAND AVE,PUTNAM ST,VINAL AVE,765155.29,2965954.07,5/15/2009,11/14/2009,Brad Arndt,3672,3
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,4,RG,Good,N/A,"100 X TEMPLE ST Front  1",TEMPLE ST,MYRTLE ST,BUTLER DRIVE,766859.59,2969395.78,6/4/2009,11/30/2009,Brad Arndt,6719,4333
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,4,RG,Good,N/A,"100 X TEMPLE ST Front  2",TEMPLE ST,MYRTLE ST,BUTLER DRIVE,766797.27,2969380.97,6/4/2009,11/30/2009,Brad Arndt,6720,4334
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,4,RG,Good,N/A,"100 X TEMPLE ST Front  3",TEMPLE ST,MYRTLE ST,BUTLER DRIVE,766768.27,2969376.65,6/4/2009,11/30/2009,Brad Arndt,6721,4335
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,4,RG,Good,N/A,"114 TEMPLE ST Front  1",TEMPLE ST,MYRTLE ST,BUTLER DRIVE,766935.48,2969414.9,6/4/2009,11/30/2009,Brad Arndt,6717,4331
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,4,RG,Good,N/A,"114 TEMPLE ST Front  2",TEMPLE ST,MYRTLE ST,BUTLER DRIVE,766895.99,2969404.41,6/4/2009,11/30/2009,Brad Arndt,6718,4332
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,5,AD,Good,N/A,"495 MEDFORD ST Front  1",MEDFORD ST,NORWOOD AVE,BROADWAY,763357.99,2969543.32,6/5/2009,5/3/2010,Ron O'Meara,1080,3350
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,6,RG,Good,N/A,"320 HIGHLAND AVE Front  1",HIGHLAND AVE,HANCOCK ST,CHERRY ST,760265.65,2968512.81,6/10/2009,4/22/2010,Ron O'Meara,8030,7718
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,6,AD,Good,N/A,"33 BAY STATE AVE Side  1",MALLET ST,LIBERTY AVE,BAY STATE AVE,760086.48,2970902.6,6/12/2009,4/5/2010,Ron O'Meara,2222,6277
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,6,AD,Good,N/A,"79 COLLEGE AVE Front  1",COLLEGE AVE,HALL AVE,FRANCESCA AVE,758751.15,2970577.79,6/12/2009,4/16/2010,Ron O'Meara,1994,4881
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,7,RG,Good,N/A,"22 ENDICOTT AVE Front  1",ENDICOTT AVE,HOOKER AVE,BROADWAY,756117.07,2972309.26,6/12/2009,6/15/2010,Ron O'Meara,8601,8283
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,7,RG,Good,N/A,"37 WATERHOUSE ST Front  1",WATERHOUSE ST,BROADWAY,WOODSTOCK ST,755320.75,2972795.34,6/13/2009,11/14/2009,Brad Arndt,8663,8344
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Tree Pit or Planter,7,AD,Good,N/A,"43 TEELE AVE Front  1",TEELE AVE,PACKARD AVE,CURTIS ST,757466.47,2973138.58,6/17/2009,6/11/2010,Ron O'Meara,2977,7011
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Above 4,4,RG,Good,N/A,"48 FELLSWAY WEST Front  1",FELLSWAY WEST,MYSTIC AVE,JAQUES ST,767314.08,2968196.32,6/4/2009,11/23/2009,Brad Arndt,6612,4226
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,No,Below 4,1,RG,Good,N/A,"79 PENNSYLVANIA AVE Front  1",PENNSYLVANIA AVE,NEW HAMPSHIRE AVE,VERMONT AVE,768902.6,2967057.37,5/27/2009,11/14/2009,Brad Arndt,5912,2206
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,RG,Good,N/A,"9 BONAIR ST Front  1",BONAIR ST,CROSS ST,ROYCE PL,767684.21,2966620.56,6/2/2009,11/14/2009,Brad Arndt,6215,3835
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,RG,Good,N/A,"8 EVERETT AVE Front  1",EVERETT AVE,McGRATH HIGHWAY,CROSS ST,767510.03,2966158.89,6/2/2009,11/14/2009,Brad Arndt,6191,3816
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,RG,Good,N/A,"90 FLINT ST Front  1",FLINT ST,DEAD END,CROSS ST,766955.6,2965711.2,6/2/2009,11/14/2009,Brad Arndt,6304,3924
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,RG,Good,N/A,"10 VIRGINIA ST Front  1",VIRGINIA ST,JASPER PL,ALDRICH ST,766517.84,2966042.61,6/3/2009,11/14/2009,Brad Arndt,6436,4050
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,AD,Good,N/A,"164 GLEN ST Front  1",GLEN ST,TUFTS ST,MORTON ST,767463.48,2964633.12,6/4/2009,11/14/2009,Brad Arndt,626,2441
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,1,AD,Good,N/A,"24 RUSH ST Side  1",BROOK ST,GLEN ST,RUSH ST,768125.83,2966360.85,6/3/2009,5/13/2010,Ron O'Meara,381,2664
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,2,RG,Good,N/A,"40 CHURCH ST Front  1",CHURCH ST,SUMMER ST,SOMERVILLE AVE,764169.12,2964486.5,5/18/2009,11/14/2009,Brad Arndt,4305,717
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,2,RG,Good,N/A,"21 X CONCORD AVE Front  2",CONCORD AVE,PROSPECT ST,NEWTON ST,765047.17,2962583.03,5/20/2009,4/9/2010,Ron O'Meara,4972,1313
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,3,RG,Good,N/A,"161 LOWELL ST Front  1",LOWELL ST,SUMMER ST,HIGHLAND AVE,761988.54,2967257.7,6/9/2009,4/9/2010,Ron O'Meara,7587,5198
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,3,RG,Good,N/A,"11 PROSPECT HILL AVE Front  1",PROSPECT HILL AVE,BOSTON ST,MUNROE ST,766503.62,2964353.84,5/18/2009,11/14/2009,Brad Arndt,4485,884
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,3,JG,Fair,N/A,"16 PRESCOTT ST Front  1",PRESCOTT ST,HIGHLAND AVE,SUMMER ST,764395.59,2965314.99,5/14/2009,6/28/2010,Ron O'Meara,3602,25
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,RG,Good,N/A,"86 FREMONT AVE Front  1",FREMONT AVE,DEAD END,MEACHAM ST,764992.09,2970799.26,6/5/2009,11/23/2009,Brad Arndt,6884,4498
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,RG,Good,N/A,"139 JAQUES ST Front  1",JAQUES ST,TEMPLE ST,EDGAR AVE,765398.57,2969672.53,6/4/2009,5/13/2010,Ron O'Meara,6801,4414
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,RG,Good,N/A,"25 MEACHAM ST Side  1",MORELAND ST,MEACHAM ST,EAST ALBION ST,765035.17,2970307.11,6/5/2009,11/23/2009,Brad Arndt,6864,4477
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,RG,Good,N/A,"106 PURITAN RD Front  1",PURITAN RD,SHORE DRIVE,TEMPLE RD,767163.28,2970393.19,5/26/2009,11/14/2009,Brad Arndt,5660,1978
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,AD,Good,N/A,"16 BROWNING RD Front  2",BROWNING RD,BROWNING RD,SYCAMORE ST,764714.01,2968859.7,6/5/2009,12/21/2009,Brad Arndt,1035,3305
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,AD,Good,N/A,"30 BROWNING RD Front  1",BROWNING RD,BROWNING RD,SYCAMORE ST,764637.63,2968900.05,6/5/2009,5/13/2010,Ron O'Meara,1034,3304
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,4,AD,Good,N/A,"11 FORSTER ST Front  1",FORSTER ST,SYCAMORE ST,CENTRAL ST,764507.75,2968531.73,6/9/2009,6/9/2010,Ron O'Meara,1292,3548
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,RG,Good,N/A,"82 ELM ST Side  1",HOLYOKE RD,HOLYOKE RD,ELM ST,759730.11,2966962.4,6/10/2009,12/21/2009,Brad Arndt,8008,7696
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,N/A,"36 ALBION ST Front  1",ALBION ST,LOWELL ST,CENTRAL ST,763003,2967521.17,6/10/2009,6/15/2010,Ron O'Meara,1400,5484
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,N/A,"50 GLENWOOD RD Front  1",GLENWOOD RD,MEDFORD ST,VERNON ST,763442.45,2968843.62,6/9/2009,4/9/2010,Ron O'Meara,1181,3438
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,N/A,"119 HANCOCK ST Front  1",HANCOCK ST,SPENCER AVE,LEXINGTON AVE,760377.95,2968857.6,6/12/2009,4/16/2010,Ron O'Meara,2156,6217
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,N/A,"115 JOSEPHINE AVE Front  1",JOSEPHINE AVE,KIDDER AVE,BROADWAY,760833.39,2970687.6,6/11/2009,11/14/2009,Brad Arndt,1694,5759
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,5,AD,Good,N/A,"82 PEARSON AVE Front  1",PEARSON AVE,BOSTON AVE,KIDDER AVE,761175.18,2970012.12,6/11/2009,4/16/2010,Ron O'Meara,1890,5952
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,6,RG,Good,N/A,"1 HANCOCK ST Front  1",HANCOCK ST,ELM ST,SUMMER ST,759624.78,2967339.02,6/9/2009,5/13/2010,Ron O'Meara,7805,5416
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,6,AD,Good,N/A,"80 BAY STATE AVE Front  1",BAY STATE AVE,FOSKET ST,KIDDER AVE,759852.98,2970251.68,6/15/2009,11/14/2009,Brad Arndt,2346,6401
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,6,AD,Good,N/A,"151 WILLOW AVE Front  1",WILLOW AVE,MORRISON AVE,KIDDER AVE,760037.51,2969551.03,6/12/2009,4/22/2010,Ron O'Meara,2179,6233
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"54 CURTIS AVE Side  1",HILLSDALE RD,CONWELL AVE,CURTIS AVE,756930.33,2973947.29,6/16/2009,6/15/2010,Ron O'Meara,9130,8795
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"10 GLENDALE AVE Front  1",GLENDALE AVE,YORKTOWN ST,CAMERON AVE,756448.71,2970806.17,6/12/2009,4/16/2010,Ron O'Meara,8506,8189
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"29 IRVINGTON ROAD Front  1",IRVINGTON ROAD,MYSTIC VALLEY PARKWAY,IRVINGTON ROAD,756330.15,2976647.52,6/15/2009,4/5/2010,Ron O'Meara,8827,8505
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"78 NORTH ST Front  1",NORTH ST,HIGH ST,POWDER HOUSE BOULEVARD,756158.95,2974017.86,6/16/2009,11/14/2009,Brad Arndt,9101,8765
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"45 SUNSET ROAD Front  1",SUNSET ROAD,CURTIS ST,HILLSDALE RD,757327.54,2974303.66,6/16/2009,4/16/2010,Ron O'Meara,9175,8840
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"23 UPLAND ROAD Front  1",UPLAND ROAD,CURTIS ST,HILLSDALE RD,757599.71,2974396.99,6/16/2009,6/15/2010,Ron O'Meara,9186,8850
No Planting Site,0,0,N/A,No,No,None,N/A,0,N/A,N/A,None,N/A,N/A,N/A,N/A,No,No,Yes,Tree Pit or Planter,7,RG,Good,N/A,"107 HILLSDALE RD Front  1",HILLSDALE RD,CITY LIMITS,CHETWYND ROAD,757087.7,2974346.94,6/16/2009,11/14/2009,Brad Arndt,9192,8920
